,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
32,3 Beedroom,burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/surrey-3-beedroom/6950224515.html,1950,3,,"

QR Code Link to This Post


Bel Air Residences
3890 Carrigan Court, Burnaby.
Tel:  show contact info


3 Bedroom, : $1950.00
Available: Sep 1/2019

The Bel Air Residence, located on the corner of Carrigan and Lougheed. Located in the safe, peaceful and quite neighborhood with the convenience of being close to all amenities of Lougheed Town Centre & Skytrain Station.  

2 Min walk to Lougheed Skytrain station. Walking distance to Lougheed Town Centre Mall which has some of the best grocery, retail and coffee shops including WalMart, Tim Hortons, Starbucks. 

10 Mins drive to Simon Fraser University. 

Key features of the Unit include:

-	Spacious and bright living area.
-	Heat and Hot water included.
-	Large balcony. 
-	New Paint.
-	New Carpets. 
-	New Kitchen Cabinets. 
-	No Pets & No Smoking allowed.
-	One year Lease required. 

Building Features and Amenities:

-	Outdoor Heated Pool (Seasonal)
-	Large Laundry Facility on every floor.
-	On-site friendly Resident Manager.
-	Full time Maintenance staff.
-	Secured Parking.
-	Storage Lockers. 
-	Walking Distance to Lougheed sky train station.


For Showing Please call Linda @  show contact info
. No Calls after 8:00 pm Please. 






"
33,New renovated room,Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/roo/d/burnaby-new-renovated-room/6950209147.html,750,,150,"

QR Code Link to This Post


We are renting out one room .
Ground level,  newly renovated. 
New floor , new paint. Etc.
Separate entrance, private washroom.
Available September 1. 
Please have references and background checks available. 

We are finishing up the Reno that's why there is a bit dust in the pictures. 

Rent is $ 750 plus $ 50 utility. 
( bc hydro, Fortis bc,  wifi , garbage,  and laundry one per week include in utility)    "
34,Low Price Assignment - 1000+ SQFT STATION SQUARE TOWER 5,N/A,5-Aug,https://vancouver.craigslist.org/bnc/reb/d/burnaby-low-price-assignment-sqft/6946501416.html,1180000,2,1112,"

QR Code Link to This Post


STATION SQUARE TOWER 5
Built By Anthem Properties / Beedie Living

#3908-Two Bedroom Two Bath PLUS Den, 941 sf with a 146 sq. ft. expansive outdoor balcony. This one of a kind home is part of the luxury collection at Station Square. 1 parking stalls and a storage locker. Heating and cooling system.

The final tower at Station Square, a development in Burnaby Metrotown by Anthem and Beedie Living. Tower 5 at Station Square is the signature building and the ""Grande Finale"" of the development featuring premium finishing and iconic architecture from a world famous architectural firm. The design, by KPF, features bold metal frames and stepped balconies. This is one stunning tower!

Address: 6000 McKay Avenue, Burnaby BC

Architect: Kohn Pedersen Fox Associates

Interior Design: McFarlane Biggar 

Building Type: 52 storey concrete highrise and podium with commercial on the ground level.

Building Amenities: 
- A grand three-storey lobby, accompanied by a 24-hour concierge
- Outdoor courtyard and reflecting pond
- A beautifully appointed private dining, kitchen, and lounge area with access to the courtyard encourages socializing and entertaining
- Fitness facility with gym, yoga studio, and infrared sauna
- A lushly landscaped Garden City rooftop sanctuary stretches across the podium, inviting residents to entertain and relax in outdoor rooms with seating areas, barbecues, and fireplaces
- Kids play area
- Guest suite

Features: 
-Central heating and cooling system
-High 9' ceilings
-Wide-plank engineered real hardwood floors
-Imported Italian kitchens by Armony Cucine feature an integrated collection 
of Miele appliances

Completion Day: 2021
A decorating allowance in the amount of $6000 upon completion.

Asking Price: $1,180,000
Original price: $943,900
Deposit paid：$ 235,975
Lift: $236,100
total assignment amount: $472,075    "
35,Beautiful basement suite,Sperling ave and Curtis st area,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-beautiful-basement-suite/6950204677.html,1250,1,,"

QR Code Link to This Post


Beautiful well-lit basement suite for rent, home is 20 years old and Suite is in great shape. There is parking in front of the home , extremely close to SFU University, includes Heat and electricity, large bedroom and even larger living room, unfortunately no pets or laundry, laundry mat 2 min down the road...Lots of windows, patio area, approximately 800 square feet, close to buses &  Sky train stations and also grocery stores 


Apartment, condo,    "
36,Brand new 2bed 2bath big balcony-26th Floor Escala,Burnaby-Brentwood (Gilmore skytrain station),5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-2bed-2bath-big/6950196559.html,2700,2,926,"

QR Code Link to This Post


Brand new condo! be the first one to move in

26th floor, brand new 2 bedroom, 2 bathroom, 926 sqft, great view of the city and north shore mountains, south facing unit (open concept layout, bright and sunny with windows facing south, west, and east), air conditioned, high ceiling (9ft).

Kitchen, living and dining room: Hardwood floor 
Bedrooms: Carpet

Comes with one underground parking, one storage locker, and security system.

With amazing amenities including concierge, indoor pool and spa, steam/sauna rooms, movie theater, yoga studio, fitness center.


Great location:
- 5 minutes walk to Gilmore Skytrain Station
- 15 minutes walk to Brentwood Mall
- Close to Costco, Save On Foods,Whole Foods


Looking for professional, clean, responsible tenants.
1 year lease minimum.
No pets and No smoking.

Available August 15 or September 1.


$2700 per month for 1 year lease.
Rent will be negotiable for 2 year lease beside 1 year of free Telus home services (if interested).


APPLY
Please email with a short introduction, background, job, how many people living, etc. 
Shortlisted candidates can visit the unit on Aug 9 and Aug 10 before paying deposit and moving forward.
"
37,PARK METROTOWN > > > 2bd+2bth+pkg+2lkrs > > > RIGHT NOW or AUGUST 15,N/A,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-park-metrotown-2bd2bthpkg2lkrs/6950193854.html,2500,2,865,"

QR Code Link to This Post


Stunning and modern in an incredible location - THE PARK METROTOWN.  Fantastic in a vibrant, action-filled and desired neighbourhood just a stone's throw away from Metrotown Shopping Centre.  Right off Nelson Avenue on Lennox Lane, this place is perfect.  Across from Bonsor Park & Recreation Complex with a public soccer field & tennis courts!!!  Three minutes away from T&T Supermarket, Real Canadian Superstore, Save-On Foods, Cineplex, TD Canada Trust, Staples, Chapters, Starbucks, McDonald's, Cineplex Odeon, The Bay, Toys R'Us, Trattoria Restaurant, fine dining, food courts, plus much much more!  Crystal Mall and Metropolis at Metrotown with 400+ shops, services, stores & restaurants all right downstairs and a street crossing away from your doorstep.  Close to commuter routes and immediate transit on Kingway or at Royal Oak Skytrain Station.  This is a total dream location with absolutely anything and everything you need right nearby.    

This corner unit is absolute beauty.  Gorgeous laminate flooring, plush thick berber carpeting, floor to ceiling windows and super bird's eye views galore.  Sleek modern lines and clean styling with fine finishings & luxe conveniences, this place has everything expected in simple elevated living.  Cabinet undermount lighting, soft-close cabinetry, sleek tiling and huge gleaming quartz countertops in the open entertainer kitchen.  Stainless steel fridge w/water dispenser, an Italian gas range, a sunny extra large Westward & Northward view balcony, two big spa-like bathrooms, tons of built-in room for storage and more!   

Building Amenities include a huge ground floor amenities room, a yoga room, a fully equipped fitness centre/gym with cardio/weight machines/free weights, mens and ladies locker rooms with showers, a hot tub & a cold tub, a big sauna and a stunning 43rd floor rooftop party room and deck with a total 360 view of the entire Lower Mainland!!!  

1804-4900 Lennox Lane, Burnaby  

Available:  Right Now or August 15th
Rent Unfurnished:  $2500 per month 
Covered Area: 865 sqft 
Bedrooms:  Two 
Bathrooms:  Two
Appliances: Dishwasher, Fridge, Stove/Oven, Washer/Dryer 
Parking:  One 
Locker:  Two 
Sorry absolutely no smoking of any kind.  Sorry, zero pets.  
Utilities (BC Hydro), cable, telephone, internet and strata/building move fees are tenant extra costs - not included.  
No short term.  No subletting.  Minimum one year lease with a fully qualified application and approval required. 
Book for viewings - call or text  show contact info
.  Please include your name/phone or email in response for fastest reply!  

Posted and managed by Coldwell Banker Marquise Realty for owner. 
Prospective tenants are not charged any application or processing fees. "
38,"Large 2 Bed & Den, 1150SF Brand New Luxury Renovation",New Westminster Moody Park,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-large-2-bed-den-1150sf/6943461283.html,2000,2,1150,"

QR Code Link to This Post


SORRY NO PHOTOS YET, FINAL COAT OF PAINT & PROFESSIONAL CLEANING BEING DONE

BASEMENT APARTMENT FEATURES
- Street walk up entry
- Self contained suite
- Tile bath & Vinyl plank 'wood' flooring throughout
- Open concept kitchen / dining / living
- Full size stainless steel kitchen appliances
- Dishwasher & deep double kitchen sink
- Kitchen with touch faucet
- White shaker cabinets kitchen & bath
- Quartz counters kitchen & bath
- Undermount kitchen & bath sinks
- Tub / Shower with separate spray wand
- Your own private laundry (washer & dryer)
- California closet organizers
- Bathroom linen closet
- Oversized storage / Utility closet
- Double size coat / Shoe closet 
- Master bed with large walk in closet
- Bedroom with double size closet
- Area for desk setup
- 6 windows & 2"" blinds
- Your own private hedged patio space 12x10 (120SF)
- BBQ allowed
- Lots of parking 

Walk to Moody park, Royal City Shopping Centre, Walmart, stores, shops, restaurants & cafe's on 6th & 12th and easy transit 1/2 block away 

Available August 15 or September 1st

Most importantly, we are looking for quiet tenants

- Flexible lease but no sublets or assignments
- No pets allowed
- No smoking, vaping, parties or drugs

$2000 per month plus percentage of electric bill

Rent with confidence

Brian Vidas
show contact info

Sutton Centre Realty    "
39,2 Bed Room basement Burnaby Upper Deer Lake,Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bed-room-basement-burnaby/6936092737.html,1500,2,,"

QR Code Link to This Post


2 Bedroom basement in a very desirable area. New paint and new kitchen cabinets. $1600 plus 20% of utilities per month. Internet and basic cable included.    "
40,Homestay for international Asian Student G10-12 (Coquitlam West),N/A,5-Aug,https://vancouver.craigslist.org/bnc/roo/d/coquitlam-homestay-for-international/6945201780.html,0,,,"

QR Code Link to This Post


We are looking for international Asian students Grade 10-12 for homestay. 

- Close to Foster Ave and Robinson St, in a nice quiet Coquitlam West neighbourhood
- Close to Centennial, Dr. Charles Best, Port Moody Secondary School
- Close to two skytrain stations - Lougheed Town Centre / Burquilam, 2 mins to bus stop
- Newly renovated home with hardwood floors, lots of natural light
- Upstairs on 2nd level with own ensuite bathroom, well furnished 
- High speed internet and Wi-Fi 
- 3 meals provided with hot Asian meal at dinner, plus snacks and fruit
- Weekly laundry service
- English speaking environment
- Very safe, quiet neighborhood
- Available Sep 1, 2019

We are retired ESL Teacher and Engineer. We have lived and raised our own kids in Vancouver for many years. We believe we can help for the students who desire to excel in their studies and integrate into Vancouver's culture.
"
41,Brand New One Bed room Condo with View in Metrotown,Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-one-bed-room-condo/6948756429.html,1900,1,535,"

QR Code Link to This Post


Brand New one Bedroom condo with View in Metrotown Burnaby. 

Located on the 23rd floor at 5051 Imperial Street, Burnaby with unobstructed view of the South West.
Located in the city centre of Metrotown. 6 minute walk to Royal Oak Skytrain Station, 12 minute walk to Metrotown Skytrain station and 9 minute walk to Metrotown Mall. 

Rent is $1900 plus utilities for this new 535 square feet condo with Balcony
-in-suite Air Conditioning 
-in-suite laundry (washer/dryer)
-wood & tile flooring
-storage locker 
-European Stainless steel appliances:
Gas stove, oven, microwave oven, dishwasher, fridge/freezer 
-one parking 

There are many building amenities.
-bike storage 
-fitness centre 
-yoga studio
-social lounge 
-outdoor terrace
-meeting room 
-guest suites
-music room 
-media room

-Minimum one year lease 
-No smoking
-No pets 
-Background check will be required. 

***Please TEXT or EMAIL Only***
To Tina @  show contact info
"
